Avg. Session Length,Time on App,Time on Website,Length of Membership,Yearly Amount Spent
32.483570765056164,19.630887737658206,29.795488056102016,3.7783610761666377,1343.9777017815359
29.308678494144075,24.547083202350652,26.472435780389382,2.4488142836714664,1347.3534806686625
33.23844269050346,8.007162130904295,20.41741258944122,2.181801116577693,924.6218958120716
37.61514928204013,17.814846183452854,15.471442556060982,2.996625542589048,1139.0207446260924
28.829233126383322,11.746787154390866,24.88756319529513,2.8298153774750716,986.7552502576405
28.8293152152541,12.56437308117652,22.754397697952246,2.5467719506727247,1067.9644231341836
37.896064077536955,12.038030378805654,26.266352540194127,3.6963874474567153,1224.6684336462074
33.837173645764544,10.68004615160092,24.446202611773785,3.9553052085705107,1096.4704233699763
27.65262807032524,15.242608139724135,27.346869007235348,3.0884068862918475,1217.195968616641
32.712800217929825,10.84524941794481,16.253353519076025,4.477530081055262,1069.0377026373208
27.682911535937688,16.352284128899193,29.22175845944028,1.858310885866495,1117.5725081865112
27.671351232148716,14.748809452754315,21.383197232846797,2.806340540720282,1038.4916371625732
31.20981135783017,13.805259765667952,34.52682610837686,2.283177679397195,1236.1439134098646
20.43359877671101,10.462181689792011,15.175685273373025,1.13346338292694,728.2236470959107
21.375410837434835,12.116143347158337,32.15174662215674,2.9173193141573006,1167.3464961711725
27.188562353795135,18.77695612912878,21.385375484238534,2.8782524916167165,1144.8616461939664
24.93584439832788,17.504585938121902,15.440073974698862,4.5134497432421306,1053.2290225979332
31.571236662976368,10.112223776007244,16.612799161619748,3.6308116845547778,875.8800618905104
25.459879622393945,15.496661527146129,17.75756884263976,1.975813175670795,1021.9408561870433
22.938481493323543,18.756935616858947,22.969161624813417,4.854092566334188,1132.7208088899677
37.32824384460777,6.652973594393142,23.659848416248497,4.221033695525353,1090.8672789567452
28.871118497567323,17.716800961899676,15.984099972429947,3.582097703468616,1104.140481802084
30.33764102343962,11.686881205270767,19.82951785417312,2.773515901150168,1085.795208978846
22.87625906893272,17.852993342965796,34.99589251028304,2.0405607632765204,1206.5366481452286
27.278086377374088,11.183704217287415,32.09280219070498,2.627793223928947,1005.7051699068909
30.55461294854933,5.975589496677404,23.054265687718225,4.088748619704186,1002.726840563625
24.245032112888488,6.862287810584187,20.266024347177403,4.884586305934609,1020.2495908018107
31.87849009172836,15.24042473330691,20.84021928702783,4.543243528272189,1234.4413083839768
26.996806550405974,16.29861250860741,24.294625809112915,2.511150578213726,1146.1771909230447
28.541531251033618,10.478416874477958,12.840452043611162,1.8803825667109888,819.4200983737901
26.991466938853016,18.19296229388687,18.198364238036586,3.140886246911204,1141.332096076018
39.26139092254469,6.6923996886552,8.319911482856874,1.2315606344371484,739.530084289295
29.93251387631033,14.669601006763417,22.794561858236953,3.3231677141847813,1158.1485066652804
24.711445355220498,8.944919001187717,24.530371577919187,2.8523974137013313,1004.8138376141185
34.11272456051594,11.740819460989204,16.61769476390438,2.5339634981317576,1054.238456602406
23.895781750144888,15.23699335658207,31.01790734303023,1.4052969327332046,1289.1082047060938
31.044317975023777,10.697933173580239,11.419640358983612,3.5136001065697164,920.7252501626266
20.201649380601122,13.077222278850874,9.74937583853126,2.4672991603380887,758.3723704857653
23.359069755507846,20.0314640460722,21.571162729919806,1.830083164289712,1111.4111987444112
30.984306179345616,12.115540652384256,27.329688118285084,0.12773778671835068,977.4775349725121
33.69233289997705,19.17846056032571,31.78749384020508,2.9724850949493637,1351.7438441033892
30.85684140594985,9.35146572671191,16.78781015991742,4.772251596669744,970.1183069869351
29.421758588058797,17.649020889576413,27.550765834019067,4.66125921454787,1274.0928477221087
28.494481522053555,22.207843103289502,19.73044071349505,2.5429037434137283,1208.963143892849
22.607390048162863,2.6417774993635526,18.791608900414264,2.3977879396382193,691.5962255451502
26.400778958026457,11.015523722647616,26.185619562406707,3.4687742560750237,1137.2173185177917
27.696806145201062,17.8853606359027,24.56626014889394,2.0016145608117086,1163.2279664737346
35.285611131094576,13.984773069785037,8.965254901110255,3.3017918998194657,965.6191371609536
31.71809144784231,16.855729366856544,30.335782448081268,3.76608027838469,1305.9199110626678
21.18479922318633,11.980074066420897,29.660639479032163,4.226933223884307,1130.9265966552418
31.620419846973974,15.4329489373645,15.621061089433294,2.899845923520047,1087.4293844975123
28.074588597918417,14.221613823039602,22.77062473406186,2.796326249823034,1047.2708101600501
26.615389998470206,20.838910308299035,23.458211303979173,2.122017413243439,1165.5599736539107
33.058381444204336,16.272104216506065,21.82471636076735,2.17311964596014,1133.4039321236462
35.154997612479754,16.68801331037601,16.14786392308206,2.7735211080984734,1043.440288247842
